,Winery,Points_Mean,Price_Mean,Points_Median,Price_Median,Total_Reviews,N_Varieties,Varieties,Country,Province,Region
14513,Montagna,94.7,78.3,94.0,60.0,3,2,"['Cabernet Sauvignon', 'Syrah']",US,California,"['Napa Valley', 'Napa']"
14514,Montalbera,87.2,28.7,87.0,26.0,12,2,"['Barbera', 'Ruché']",Italy,Piedmont,"[""Barbera d'Asti""]"
14515,Montalvo Wilmot,85.0,16.7,85.0,16.0,7,5,"['Cabernet Sauvignon', 'Tempranillo Blend', 'Tempranillo-Cabernet Sauvignon', 'Syrah', 'Tempranillo']",Spain,Central Spain,['Vino de la Tierra de Castilla']
14516,Montaribaldi,88.8,39.6,89.0,40.0,15,3,"['Nebbiolo', 'Arneis', 'Moscato']",Italy,Piedmont,['Barolo']
14517,Montaubret,87.5,43.5,87.5,43.5,2,1,['Champagne Blend'],France,Champagne,['Champagne']
14518,Montaudon,87.3,44.2,88.0,42.5,15,2,"['Champagne Blend', 'Pinot Noir']",France,Champagne,['Champagne']
14519,Montauto,89.0,24.0,89.0,24.0,1,1,['Pinot Nero'],Italy,Tuscany,['Toscana']
14520,Monte Amán,87.0,10.0,87.0,10.0,1,1,['Rosé'],Spain,Northern Spain,['Arlanza']
14521,Monte Antico,87.8,16.0,88.0,12.0,4,2,"['Red Blend', 'Sangiovese']",Italy,Tuscany,['Toscana']
14522,Monte Branco,86.7,17.8,86.5,15.0,6,2,"['Portuguese Red', 'Rosé']",Portugal,Alentejano,[]
14523,Monte Campo,86.0,10.0,86.0,10.0,1,1,['Pinot Grigio'],Italy,Northeastern Italy,['Delle Venezie']
14524,Monte Cheval,82.0,10.0,82.0,10.0,1,1,['Vranec'],Montenegro,Lake Skadar Valley,[]
14525,Monte Cicogna,85.0,16.0,85.0,16.0,1,1,['Riesling'],Italy,Northeastern Italy,['Garda Classico']
14526,Monte Cinco,91.7,42.0,92.0,42.0,3,1,['Malbec'],Argentina,Mendoza Province,['Luján de Cuyo']
14527,Monte Clavijo,85.0,10.5,85.0,10.5,2,2,"['Tempranillo', 'Viura']",Spain,Northern Spain,['Rioja']
14528,Monte De Oro,87.4,53.9,87.0,50.5,14,4,"['Cabernet Sauvignon', 'Syrah', 'Red Blend', 'Zinfandel']",US,California,"['Temecula Valley', 'South Coast']"
14529,Monte Faliesi,92.0,35.0,92.0,35.0,1,1,['Aglianico'],Italy,Southern Italy,['Taurasi']
14530,Monte Faustino,88.4,65.0,88.0,57.5,7,2,"['Corvina, Rondinella, Molinara', 'Red Blend']",Italy,Veneto,['Amarone della Valpolicella Classico']
14531,Monte Ferro,88.8,22.0,89.0,22.5,4,2,"['Pinot Noir', 'Chardonnay']",US,Oregon,"['Elkton Oregon', 'Southern Oregon']"
14532,Monte Hiniesta,88.0,32.0,88.0,32.0,1,1,['Tinta de Toro'],Spain,Northern Spain,['Toro']
14533,Monte Lago,86.0,20.0,86.0,20.0,1,1,['Sauvignon Blanc'],US,California,['Clear Lake']
14534,Monte Largo,84.0,8.0,84.0,8.0,1,1,['Portuguese White'],Portugal,Estremadura,[]
14535,Monte Largo,85.5,,85.5,,2,2,"['Portuguese Red', 'Portuguese White']",Portugal,Tejo,[]
14536,Monte Maggio,88.0,,88.0,,1,1,['Red Blend'],Italy,Tuscany,['Chianti Classico']
14537,Monte Negro,86.0,21.3,85.0,20.0,3,2,"['Tempranillo', 'Tempranillo Blend']",Spain,Northern Spain,['Ribera del Duero']
14538,Monte Novo e Figueirinha,83.7,10.0,84.0,9.0,3,2,"['Portuguese Red', 'Portuguese White']",Portugal,Alentejano,[]
14539,Monte Pinadillo,90.0,16.0,90.0,16.0,1,1,['Tempranillo'],Spain,Northern Spain,['Ribera del Duero']
14540,Monte Rossa,89.6,40.0,90.0,38.0,14,3,"['Sparkling Blend', 'Chardonnay', 'Champagne Blend']",Italy,Lombardy,['Franciacorta']
14541,Monte Santoccio,86.0,25.0,86.0,25.0,2,1,['Red Blend'],Italy,Veneto,['Valpolicella Classico Superiore']
14542,Monte Schiavo,86.7,21.0,87.0,18.0,3,2,"['Red Blend', 'Verdicchio']",Italy,Central Italy,['Rosso Piceno']
14543,Monte Seis Reis,87.6,,88.0,,5,3,"['Portuguese White', 'Portuguese Red', 'Syrah']",Portugal,Alentejano,[]
14544,Monte Smith,88.8,21.5,89.0,22.0,4,4,"['Pinot Gris', 'Pinot Noir', 'Barbera', 'Cabernet Sauvignon']",US,California,"['Russian River Valley', 'Sonoma']"
14545,Monte Tondo,87.1,24.9,87.0,21.0,19,3,"['Garganega', 'Red Blend', 'White Blend']",Italy,Veneto,['Soave Classico']
14546,Monte Volpe,87.6,19.0,88.0,18.0,27,9,"['Negroamaro', 'Montepulciano', 'White Blend', 'Sangiovese', 'Tocai Friulano', 'Aglianico', 'Red Blend', 'Pinot Grigio', 'Primitivo']",US,California,"['Mendocino County', 'Mendocino/Lake Counties']"
14547,Monte Xanic,86.6,26.6,86.5,20.0,10,9,"['Cabernet Sauvignon', 'Bordeaux-style Red Blend', 'White Blend', 'Sauvignon Blanc', 'Cabernet Franc', 'Red Blend', 'Cabernet Sauvignon-Merlot', 'Chenin Blanc', 'Rosado']",Mexico,Valle de Guadalupe,[]
14548,Monte Zovo,87.0,25.2,87.0,18.0,5,3,"['Red Blend', 'Rosato', 'White Blend']",Italy,Veneto,['Amarone della Valpolicella']
14549,Monte da Capela,84.0,13.0,84.0,13.0,1,1,['Portuguese Red'],Portugal,Alentejano,[]
14550,Monte da Capela,90.0,34.0,90.0,34.0,2,1,['Portuguese Red'],Portugal,Alentejo,[]
14551,Monte da Penha,87.8,13.2,88.0,13.5,8,2,"['Portuguese Red', 'Portuguese White']",Portugal,Alentejano,[]
14552,Monte da Penha,90.3,45.0,92.0,32.0,3,1,['Portuguese Red'],Portugal,Alentejo,[]
14553,Monte da Ravasqueira,87.9,18.6,87.0,18.0,31,3,"['Portuguese Red', 'Portuguese White', 'Rosé']",Portugal,Alentejano,[]
14554,Monte dall'Ora,89.0,77.1,90.0,70.0,19,2,"['Corvina, Rondinella, Molinara', 'Red Blend']",Italy,Veneto,['Amarone della Valpolicella Classico']
14555,Monte del Frà,90.5,43.2,91.0,26.0,11,3,"['Rosé', 'Red Blend', 'Garganega']",Italy,Veneto,['Bardolino Chiaretto']
14556,Monte del Frá,85.0,15.0,85.0,15.0,2,1,['Corvina'],Italy,Northeastern Italy,['Garda']
14557,Monte del Frá,86.7,25.7,87.0,19.0,31,6,"['Corvina, Rondinella, Molinara', 'Garganega', 'Red Blend', 'Rosé', 'White Blend', 'Sparkling Blend']",Italy,Veneto,['Valpolicella Classico Superiore Ripasso']
14558,Monte delle Vigne,86.5,,86.5,,2,2,"['Lambrusco', 'Red Blend']",Italy,Central Italy,['Emilia']
14559,Monte do Pintor,88.0,44.5,88.0,35.0,4,1,['Portuguese Red'],Portugal,Alentejano,[]
14560,Monte dos Cabaços,91.0,22.0,91.0,18.0,3,2,"['Portuguese Red', 'Portuguese White']",Portugal,Alentejano,[]
14561,Monteabellón,87.8,31.2,88.5,17.5,6,2,"['Tempranillo', 'Tempranillo Blend']",Spain,Northern Spain,['Ribera del Duero']
14562,Montebaco,90.0,32.8,89.0,39.0,5,3,"['Tempranillo Blend', 'Red Blend', 'Tempranillo']",Spain,Northern Spain,['Ribera del Duero']
14563,Montebelli,88.0,21.5,88.0,21.5,2,1,['Sangiovese'],Italy,Tuscany,['Toscana']
14564,Montebro,85.0,18.0,85.0,18.0,1,1,['Merlot-Cabernet Sauvignon'],Spain,Catalonia,['Terra Alta']
14565,Montebuena,84.3,13.0,84.0,13.0,3,2,"['Tempranillo', 'Tempranillo Blend']",Spain,Northern Spain,['Rioja']
14566,Montecalvi,89.0,,89.0,,1,1,['Sangiovese'],Italy,Tuscany,['Chianti Classico']
14567,Montecappone,87.8,17.6,88.0,16.0,5,2,"['Verdicchio', 'Red Blend']",Italy,Central Italy,['Verdicchio dei Castelli di Jesi Classico Superiore']
14568,Montecarbello,90.0,,90.0,,2,2,"['Sangiovese Grosso', 'Sangiovese']",Italy,Tuscany,['Brunello di Montalcino']
14569,Montecariano,89.3,51.2,89.0,42.0,12,2,"['Red Blend', 'Corvina, Rondinella, Molinara']",Italy,Veneto,['Amarone della Valpolicella Classico']
14570,Montecastro,87.4,35.3,88.0,36.0,7,2,"['Tempranillo', 'Tinto del Pais']",Spain,Northern Spain,['Ribera del Duero']
14571,Monteci,86.0,20.0,86.0,20.0,1,1,['Turbiana'],Italy,Lombardy,['Lugana']
14572,Monteci,87.6,51.9,88.0,49.0,18,2,"['Corvina, Rondinella, Molinara', 'Red Blend']",Italy,Veneto,['Amarone della Valpolicella Classico']
14573,Montecillo,87.5,14.0,87.5,14.0,2,1,['Albariño'],Spain,Galicia,['Rías Baixas']
14574,Montecillo,86.1,19.0,86.0,17.0,29,4,"['Tempranillo', 'Viura', 'Tempranillo Blend', 'White Blend']",Spain,Northern Spain,['Rioja']
14575,Montecrocetta,88.0,,88.0,,1,1,['Garganega'],Italy,Veneto,['Soave']
14576,Montecruz,82.0,10.0,82.0,10.0,1,1,['Tempranillo'],Spain,Central Spain,['Valdepeñas']
14577,Montefiore,89.7,47.0,90.0,45.0,6,4,"['Petite Sirah', 'Red Blend', 'Cabernet Sauvignon', 'Bordeaux-style Red Blend']",Israel,Judean Hills,[]
14578,Montefrasco,83.0,11.0,83.0,11.0,1,1,['Montepulciano'],Italy,Central Italy,"[""Montepulciano d'Abruzzo""]"
14579,Montelle,82.3,14.8,82.0,15.0,9,4,"['Vignoles', 'Norton', 'Chambourcin', 'Seyval Blanc']",US,Missouri,['Missouri']
14580,Montelvini,85.3,15.3,85.0,12.0,3,2,"['Pinot Grigio', 'Red Blend']",Italy,Northeastern Italy,['Delle Venezie']
14581,Montelvini,86.7,14.0,85.0,13.0,3,2,"['Prosecco', 'Glera']",Italy,Veneto,['Montello e Colli Asolani']
14582,Montelvini Venegazzù,86.0,15.0,86.0,15.0,1,1,['Glera'],Italy,Veneto,['Asolo Prosecco Superiore']
14583,Montemaggiore,89.3,36.5,89.0,38.0,14,5,"['Rhône-style White Blend', 'Cabernet Sauvignon-Syrah', 'Syrah', 'Syrah-Viognier', 'Red Blend']",US,California,"['Dry Creek Valley', 'Sonoma']"
14584,Montemar,86.0,14.0,86.0,14.0,1,1,['Red Blend'],Chile,Colchagua Valley,[]
14585,Montemar,87.0,14.0,87.0,14.0,1,1,['Sauvignon Blanc'],Chile,Leyda Valley,[]
14586,Montemar Wines,91.0,43.1,91.0,44.0,9,4,"['Grenache', 'Pinot Noir', 'Syrah', 'G-S-M']",US,California,"['Santa Barbara County', 'Central Coast']"
14587,Montemercurio,89.0,38.9,88.0,35.0,9,2,"['Red Blend', 'Sangiovese']",Italy,Tuscany,['Vino Nobile di Montepulciano']
14588,Montenidoli,91.3,27.0,91.0,26.0,3,1,['Vernaccia'],Italy,Tuscany,['Vernaccia di San Gimignano']
14589,Montenisa,89.5,32.6,90.0,30.0,16,3,"['Sparkling Blend', 'Chardonnay', 'Pinot Nero']",Italy,Lombardy,['Franciacorta']
14590,Montepeloso,92.5,100.0,92.5,100.0,2,2,"['Cabernet Sauvignon', 'Red Blend']",Italy,Tuscany,['Toscana']
14591,Montepio,87.0,13.0,87.0,13.0,1,1,['Syrah-Bonarda'],Argentina,Mendoza Province,['Mendoza']
14592,Montepio,84.5,13.0,84.5,13.0,2,2,"['Torrontés', 'Pinot Gris']",Argentina,Other,['La Rioja']
14593,Monteraponi,91.7,55.2,92.0,59.0,9,2,"['Red Blend', 'Sangiovese']",Italy,Tuscany,['Chianti Classico']
14594,Monterebro,87.4,18.1,87.5,15.5,18,5,"['Sauvignon Blanc', 'Red Blend', 'Syrah', 'Monastrell-Syrah', 'Rosado']",Spain,Levante,['Jumilla']
14595,Monterey Vineyard,82.0,7.0,82.0,7.0,2,2,"['Cabernet Sauvignon', 'Pinot Noir']",US,California,"['Monterey County', 'Central Coast']"
14596,Monterotondo,87.0,23.5,87.0,23.5,3,2,"['Red Blend', 'Sangiovese']",Italy,Tuscany,['Chianti Classico']
14597,Monterufoli,88.0,,88.0,,1,1,['Red Blend'],Italy,Tuscany,['Val di Cornia Suvereto']
14598,Montes,86.5,17.7,86.0,16.0,6,2,"['Sauvignon Blanc', 'Pinot Noir']",Chile,Aconcagua Costa,[]
14599,Montes,90.0,30.0,90.0,30.0,1,1,['Sauvignon Blanc'],Chile,Aconcagua Valley,[]
14600,Montes,90.5,82.0,90.5,82.0,2,2,"['Bordeaux-style Red Blend', 'Syrah']",Chile,Apalta,[]
14601,Montes,87.0,16.0,87.0,16.0,1,1,['Pinot Noir'],Chile,Casablanca & Leyda Valleys,[]
14602,Montes,87.5,17.9,88.0,19.0,27,3,"['Pinot Noir', 'Chardonnay', 'Sauvignon Blanc']",Chile,Casablanca Valley,[]
14603,Montes,87.0,12.0,87.0,12.0,1,1,['Sauvignon Blanc'],Chile,Casablanca-Curicó Valley,[]
14604,Montes,85.5,14.5,85.5,14.5,2,2,"['Merlot', 'Cabernet Sauvignon-Carmenère']",Chile,Colchagua Costa,[]
14605,Montes,87.9,34.9,88.0,22.0,84,12,"['Carmenère', 'Malbec', 'Syrah', 'Cabernet Sauvignon', 'Rosé', 'Merlot', 'Red Blend', 'Cabernet Sauvignon-Carmenère', 'Bordeaux-style Red Blend', 'Chardonnay', 'Merlot-Cabernet Franc', 'Malbec-Cabernet Sauvignon']",Chile,Colchagua Valley,[]
14606,Montes,87.0,16.9,87.0,16.0,21,7,"['Gewürztraminer', 'Chardonnay', 'Gewürztraminer-Riesling', 'White Blend', 'Cabernet Sauvignon', 'Syrah', 'Merlot']",Chile,Curicó Valley,[]
14607,Montes,87.5,17.3,88.0,16.0,10,2,"['Sauvignon Blanc', 'Pinot Noir']",Chile,Leyda Valley,[]
14608,Montes,92.2,96.2,92.5,95.0,4,2,"['Bordeaux-style Red Blend', 'Syrah']",Chile,Santa Cruz,[]
14609,Montes Toscanini,87.0,25.3,87.0,20.0,3,1,['Tannat'],Uruguay,Canelones,[]
14610,Montesco,92.0,31.0,92.0,31.0,1,1,['Red Blend'],Argentina,Mendoza Province,['Tupungato']
14611,Montesel,87.4,20.8,87.0,20.0,8,2,"['Glera', 'Prosecco']",Italy,Veneto,['Conegliano Valdobbiadene Prosecco Superiore']
14612,Montesel Renzo,85.9,20.4,86.0,20.0,8,2,"['Glera', 'Prosecco']",Italy,Veneto,['Conegliano Valdobbiadene Prosecco Superiore']
14613,Montesierra,81.0,7.0,81.0,7.0,1,1,['Tinta de Toro'],Spain,Northern Spain,['Somontano']
14614,Montesole,88.2,23.7,88.0,22.5,6,4,"['Fiano', 'Aglianico', 'Falanghina', 'Greco']",Italy,Southern Italy,['Fiano di Avellino']
14615,Montespina,87.1,13.6,87.0,13.0,8,3,"['Verdejo', 'Sauvignon Blanc', 'Sauvignon']",Spain,Northern Spain,['Rueda']
14616,Montestell,84.0,16.0,84.0,16.0,2,2,"['Pinotage', 'Shiraz']",South Africa,Paarl,[]
14617,Montevannos,88.0,19.5,88.0,19.5,2,1,['Tempranillo Blend'],Spain,Northern Spain,['Ribera del Duero']
14618,Monteverro,91.6,127.3,91.5,120.0,12,3,"['Red Blend', 'Chardonnay', 'Vermentino']",Italy,Tuscany,['Toscana']
14619,Montevertine,91.0,90.0,91.0,90.0,1,1,['Sangiovese'],Italy,Tuscany,['Toscana']
14620,Montevetrano,90.7,63.7,92.0,80.0,7,2,"['Red Blend', 'Aglianico']",Italy,Southern Italy,['Colli di Salerno']
14621,Montevicor,86.0,15.0,86.0,15.0,1,1,['Sparkling Blend'],Spain,Catalonia,['Cava']
14622,Montevicor,83.0,12.0,83.0,12.0,1,1,['Garnacha'],Spain,Northern Spain,['Calatayud']
14623,Monteviejo,89.4,46.5,89.5,37.5,20,6,"['Red Blend', 'Malbec', 'Rosé', 'Torrontés', 'Chardonnay', 'Malbec-Syrah']",Argentina,Mendoza Province,['Uco Valley']
14624,Monteviejo,87.0,20.0,87.0,20.0,2,1,['Torrontés'],Argentina,Other,['Cafayate']
14625,Montevina,85.7,12.6,86.0,10.0,38,11,"['Merlot', 'Cabernet Sauvignon', 'Zinfandel', 'Barbera', 'Syrah', 'Pinot Grigio', 'Fumé Blanc', 'Sauvignon Blanc', 'Chardonnay', 'Moscato', 'Red Blend']",US,California,"['California', 'California Other']"
14626,Montezovo,88.6,35.1,88.0,32.0,10,2,"['Corvina, Rondinella, Molinara', 'Red Blend']",Italy,Veneto,['Bardolino']
14627,Montezuma,85.5,16.0,85.5,16.0,2,2,"['Riesling', 'Cabernet Franc']",US,New York,"['Finger Lakes', 'Finger Lakes']"
14628,Montgó,84.5,11.7,84.5,12.0,6,3,"['Verdejo', 'Tempranillo', 'Tempranillo Blend']",Spain,Central Spain,['Vino de la Tierra de Castilla']
14629,Montgó,86.5,14.5,87.0,14.0,4,2,"['Monastrell', 'Red Blend']",Spain,Levante,['Alicante']
14630,Montgó,85.0,,85.0,,1,1,['Garnacha'],Spain,Northern Spain,['Calatayud']
14631,Monthaven,83.0,14.7,83.0,10.0,3,3,"['Chardonnay', 'Pinot Noir', 'Zinfandel']",US,California,"['Central Coast', 'Central Coast']"
14632,Monthuys Père et Fils,88.0,33.0,88.0,33.0,1,1,['Champagne Blend'],France,Champagne,['Champagne']
14633,Monti,88.6,38.8,88.5,41.0,8,3,"['Nebbiolo', 'Barbera', 'White Blend']",Italy,Piedmont,['Barolo']
14634,Monticello Vineyards,90.0,16.0,90.0,16.0,1,1,['Sangiovese'],Italy,Tuscany,['Chianti Classico']
14635,Monticello Vineyards,89.8,45.4,90.0,39.0,42,8,"['Cabernet Franc', 'Chardonnay', 'Syrah', 'Cabernet Sauvignon', 'Merlot', 'Pinot Noir', 'Red Blend', 'Bordeaux-style Red Blend']",US,California,"['Oak Knoll District', 'Napa']"
14636,Montinore,85.9,23.5,86.0,20.0,19,6,"['Riesling', 'Pinot Noir', 'Gewürztraminer', 'Pinot Gris', 'White Blend', 'Müller-Thurgau']",US,Oregon,"['Willamette Valley', 'Willamette Valley']"
14637,Montipagano,86.5,20.0,86.5,20.0,2,1,['Montepulciano'],Italy,Central Italy,"[""Montepulciano d'Abruzzo Colline Teramane""]"
14638,Montirius,90.6,24.8,90.0,23.5,5,2,"['Rhône-style Red Blend', 'Grenache-Syrah']",France,Rhône Valley,['Vacqueyras']
14639,Montmassot,86.0,13.0,86.0,13.0,1,1,['Rosé'],France,Languedoc-Roussillon,['Côtes de Thau']
14640,Montoliva,85.0,20.5,86.5,22.0,6,4,"['Teroldego', 'Aglianico', 'Red Blend', 'Barbera']",US,California,"['Clarksburg', 'Central Valley']"
14641,Montona,88.0,30.0,88.0,30.0,1,1,['Chardonnay'],US,California,"['Napa Valley', 'Napa']"
14642,Montonale,87.2,19.8,87.0,19.5,5,1,['Turbiana'],Italy,Lombardy,['Lugana']
14643,Montonale,88.0,20.0,88.0,20.0,1,1,['Rosato'],Italy,Northeastern Italy,['Garda']
14644,Montoya,86.0,10.0,86.0,10.0,1,1,['Garnacha'],Spain,Northern Spain,['Cariñena']
14645,Montoya,84.0,15.0,84.0,15.0,2,2,"['Cabernet Sauvignon', 'Merlot']",US,California,"['Napa Valley', 'Napa']"
14646,Montpellier,85.3,9.0,86.0,10.0,3,3,"['Merlot', 'Pinot Noir', 'Syrah']",US,California,"['California', 'California Other']"
14647,Montpezat,84.7,12.7,85.0,13.0,3,2,"['Merlot', 'Sauvignon']",France,Languedoc-Roussillon,"[""Vin de Pays d'Oc""]"
14648,Montresor,85.5,18.0,85.5,18.0,2,1,['Turbiana'],Italy,Lombardy,['Lugana']
14649,Montresor,87.7,36.2,87.0,40.5,29,5,"['Red Blend', 'Corvina, Rondinella, Molinara', 'Garganega', 'White Blend', 'Pinot Grigio']",Italy,Veneto,['Amarone della Valpolicella']
14650,Montsarra,87.4,16.6,88.0,16.0,5,2,"['Sparkling Blend', 'Champagne Blend']",Spain,Catalonia,['Cava']
14651,Montserrat Canals Torres,89.0,17.0,89.0,17.0,1,1,['Sparkling Blend'],Spain,Catalonia,['Cava']
14652,Mony,87.0,22.0,87.0,22.0,1,1,['Cabernet Sauvignon'],Israel,Samson,[]
14653,Monzio Compagnoni,88.8,25.0,89.0,26.0,4,2,"['Sparkling Blend', 'Chardonnay']",Italy,Lombardy,['Franciacorta']
14654,MooBuzz,85.4,17.8,85.0,17.0,10,3,"['Chardonnay', 'Pinot Noir', 'G-S-M']",US,California,"['Monterey', 'Central Coast']"
14655,Moon Eyes,90.0,14.0,90.0,14.0,1,1,['Cabernet Sauvignon'],US,California,"['Lodi', 'Central Valley']"
14656,Moon Mountain Vineyard,88.4,24.6,88.5,25.0,10,5,"['Chardonnay', 'Syrah', 'Cabernet Sauvignon', 'Zinfandel', 'Sauvignon Blanc']",US,California,"['Sonoma County', 'Sonoma']"
14657,Moonbeam,84.5,13.5,84.5,13.5,2,1,['Riesling'],US,Washington,"['Washington', 'Washington Other']"
14658,Moonday Night Harvest,85.0,10.0,85.0,10.0,1,1,['Verdejo'],Spain,Northern Spain,['Rueda']
14659,Moone-Tsai,91.7,102.8,92.0,75.0,9,3,"['Chardonnay', 'Cabernet Sauvignon', 'Bordeaux-style Red Blend']",US,California,"['Napa Valley', 'Napa']"
14660,Mooney Family,91.6,62.0,92.0,68.0,7,3,"['Mourvèdre', 'Pinot Noir', 'Chardonnay']",US,California,"['Paso Robles', 'Central Coast']"
14661,Moonlight Organics,83.0,10.0,83.0,10.0,1,1,['Shiraz'],South Africa,Western Cape,[]
14662,Moonstone,86.5,29.0,86.5,29.0,2,2,"['Cabernet Sauvignon', 'Syrah']",US,California,"['Paso Robles', 'Central Coast']"
14663,Moorooduc,90.7,55.1,92.0,55.0,7,2,"['Pinot Noir', 'Chardonnay']",Australia,Victoria,['Mornington Peninsula']
14664,Moorooroo,87.0,17.0,87.0,17.0,1,1,['Shiraz'],Australia,South Australia,['Barossa Valley']
14665,Moraitis,89.0,20.0,89.0,20.0,1,1,['Assyrtiko'],Greece,Santorini,[]
14666,Moralia,87.0,10.0,87.0,10.0,1,1,['Tempranillo'],Spain,Central Spain,['Vino de la Tierra de Castilla']
14667,Morambro Creek,88.2,23.5,88.0,23.5,4,3,"['Cabernet Sauvignon', 'Shiraz', 'Chardonnay']",Australia,South Australia,['Padthaway']
14668,Morando,84.0,11.0,84.0,11.0,1,1,['Moscato'],Italy,Piedmont,"[""Moscato d'Asti""]"
14669,Morandé,87.0,18.0,87.0,18.0,1,1,['Cabernet Sauvignon-Merlot'],Chile,Cachapoal Valley,[]
14670,Morandé,84.7,14.8,85.0,14.0,46,7,"['Pinot Noir', 'Chardonnay', 'Sauvignon Blanc', 'Gewürztraminer', 'Sparkling Blend', 'Pinot Grigio', 'Merlot']",Chile,Casablanca Valley,[]
14671,Morandé,85.0,10.8,85.0,7.0,9,6,"['Syrah-Cabernet Sauvignon', 'Merlot', 'Sauvignon Blanc', 'Syrah', 'Cabernet Sauvignon', 'Chardonnay']",Chile,Central Valley,[]
14672,Morandé,82.7,8.3,83.0,8.0,3,1,['Sauvignon Blanc'],Chile,Curicó Valley,[]
14673,Morandé,88.2,23.0,87.0,23.0,5,1,['Carignan'],Chile,Loncomilla Valley,[]
14674,Morandé,86.8,17.9,87.0,16.0,50,10,"['Cabernet Franc', 'Carmenère', 'Cabernet Sauvignon', 'Chardonnay', 'Red Blend', 'Merlot', 'Cabernet Blend', 'Syrah-Cabernet', 'Malbec', 'Syrah']",Chile,Maipo Valley,[]
14675,Morandé,87.5,21.0,88.5,16.5,6,3,"['Syrah', 'Carignan', 'Malbec']",Chile,Maule Valley,[]
14676,Morandé,84.0,9.0,84.0,9.0,2,1,['Merlot'],Chile,Rapel Valley,[]
14677,Morell-Lawrence,92.0,30.0,92.0,30.0,1,1,['Syrah'],US,Washington,"['Columbia Valley (WA)', 'Columbia Valley']"
14678,Morell-Peña,91.3,45.0,91.0,45.0,3,1,['Chardonnay'],US,Washington,"['Columbia Valley (WA)', 'Columbia Valley']"
14679,Moreno BHLV,84.5,30.0,84.5,30.0,2,1,['Sparkling Blend'],US,California,"['California', 'California Other']"
14680,Moretti Omero,88.5,34.0,89.0,35.0,4,3,"['White Blend', 'Sagrantino', 'Red Blend']",Italy,Central Italy,['Umbria']
14681,Morey-Blanc,90.9,94.6,91.0,88.0,14,2,"['Chardonnay', 'Pinot Noir']",France,Burgundy,['Corton-Charlemagne']
14682,Morgadio,87.0,17.5,87.0,17.5,2,1,['Albariño'],Spain,Galicia,['Rías Baixas']
14683,Morgadío,89.0,18.4,90.0,19.0,5,1,['Albariño'],Spain,Galicia,['Rías Baixas']
14684,Morgan,89.4,33.9,90.0,32.0,131,9,"['Syrah', 'Rhône-style Red Blend', 'Riesling', 'Syrah-Grenache', 'Chardonnay', 'Pinot Gris', 'Pinot Noir', 'Sauvignon Blanc', 'Albariño']",US,California,"['Santa Lucia Highlands', 'Central Coast']"
14685,Morgan Simpson,87.0,19.0,87.0,19.0,2,2,"['Cabernet Sauvignon', 'Chardonnay']",Australia,South Australia,['McLaren Vale']
14686,Morgante,86.0,18.0,86.0,18.0,2,1,"[""Nero d'Avola""]",Italy,Italy Other,['Vino da Tavola']
14687,Morgante,88.8,28.6,89.0,23.5,13,1,"[""Nero d'Avola""]",Italy,Sicily & Sardinia,['Sicilia']
14688,Morgenhof,88.9,21.6,89.0,19.0,8,5,"['Sauvignon Blanc', 'Cabernet Sauvignon', 'Chardonnay', 'Bordeaux-style Red Blend', 'Chenin Blanc']",South Africa,Simonsberg-Stellenbosch,[]
14689,Morgenhof,87.2,21.1,87.0,19.0,9,6,"['Sauvignon Blanc', 'Rosé', 'Chenin Blanc', 'Merlot', 'Cabernet Sauvignon', 'Chardonnay']",South Africa,Stellenbosch,[]
14690,Morgenhof,86.0,12.0,86.0,12.0,1,1,['Chardonnay'],South Africa,Western Cape,[]
14691,Morgenster,86.0,70.0,86.0,70.0,1,1,['Bordeaux-style Red Blend'],South Africa,Stellenbosch,[]
14692,Morini,87.3,17.0,87.0,13.0,3,2,"['Sangiovese', 'Albana']",Italy,Central Italy,['Romagna']
14693,Morisfarms,88.2,24.6,88.0,20.0,13,3,"['Red Blend', 'Vermentino', 'Sangiovese']",Italy,Tuscany,['Toscana']
14694,Morlanda,87.3,47.7,87.5,48.0,6,1,['Red Blend'],Spain,Catalonia,['Priorat']
14695,Mormoraia,87.0,17.5,87.5,17.5,4,1,['Vernaccia'],Italy,Tuscany,['Vernaccia di San Gimignano']
14696,Moro di Rinaldini,82.0,18.5,82.0,18.5,2,1,['Lambrusco'],Italy,Central Italy,['Emilia-Romagna']
14697,Moroder,88.0,50.0,88.0,50.0,1,1,['Montepulciano'],Italy,Central Italy,['Conero']
14698,Morovino,85.7,19.0,87.0,18.0,3,2,"['Pinot Grigio', 'Sangiovese']",US,California,"['Santa Barbara County', 'Central Coast']"
14699,Morra Diego,90.0,,90.0,,2,1,['Nebbiolo'],Italy,Piedmont,['Barolo']
14700,Morris Ranch,90.0,42.0,90.0,42.0,1,1,['Pinot Noir'],US,California,"['Sonoma Coast', 'Sonoma']"
14701,Morrison Lane,87.7,28.6,88.0,27.0,15,9,"['Syrah', 'Cinsault', 'Viognier', 'Red Blend', 'Barbera', 'Counoise', 'Sangiovese', 'Dolcetto', 'Roussanne']",US,Washington,"['Walla Walla Valley (WA)', 'Columbia Valley']"
14702,Morro Bay,84.8,11.6,85.0,12.0,11,3,"['Chardonnay', 'Sauvignon Blanc', 'Cabernet Sauvignon']",US,California,"['California', 'California Other']"
14703,Morro View Winery,89.0,24.0,89.0,24.0,1,1,['Grenache Blanc'],US,California,"['Edna Valley', 'Central Coast']"
